Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total
2023,HYUNDAI,TUCSON,03/04/2024 3:00,Jeddah,08/04/2024 3:00,400,8006,4000,12406
2023,TOYOTA,YARIS,20/03/2024 3:00,Jeddah,08/04/2024 3:00,0,10615,2900,13515
2019,TOYOTA,CAMRY,02/03/2024 3:00,Jeddah,09/04/2024 3:00,0,0,6028,6028
2022,JEEP,GRAND CHEROKEE,08/04/2024 3:00,Jeddah,09/04/2024 3:00,0,5050,1000,6050
2020,HYUNDAI,SONATA,14/03/2024 3:00,Jeddah,09/04/2024 3:00,0,6921,5000,11921
2021,HONDA,ACCORD,03/04/2024 3:00,Jeddah,11/04/2024 3:00,0,63,900,963
2022,TOYOTA,CAMRY,02/09/2023 3:00,Jeddah,13/04/2024 3:00,0,0,673,673
2019,TOYOTA,CAMRY,12/04/2024 3:00,Jeddah,13/04/2024 3:00,0,5115,1800,6915
2021,TOYOTA,CAMRY,14/04/2024 3:00,Jeddah,14/04/2024 3:00,0,955,2408,3363
2023,MERCEDES,G63 AMG,14/04/2024 3:00,Jeddah,14/04/2024 3:00,0,592,3000,3592
2023,FORD,RANGER,03/03/2024 3:00,Jeddah,14/04/2024 3:00,0,1530,2700,4230
2023,HYUNDAI,TUCSON,04/04/2024 3:00,Jeddah,14/04/2024 3:00,0,717,2000,2717
2020,TOYOTA,AVALON,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,5978,1300,7278
2022,TOYOTA,CAMRY,15/04/2024 3:00,Jeddah,15/04/2024 3:00,222,5814,2216,8252
2018,TOYOTA,CAMRY,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,0,1400,1400
2021,TOYOTA,CAMRY,15/04/2024 3:00,Jeddah,15/04/2024 3:00,797,7378,2242,10417
2020,TOYOTA,CAMRY,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,10949,3300,14249
2020,KIA,CERATO,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,0,2000,2000
2020,KIA,CERATO,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,0,2000,2000
2020,LEXUS,ES 350,15/02/2024 3:00,Jeddah,15/04/2024 3:00,0,33951,3200,37151
2021,HYUNDAI,GENESIS,14/04/2024 3:00,Jeddah,15/04/2024 3:00,300,2836,2800,5936
2021,GAC,GS8,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,11830,8000,19830
2022,LEXUS,IS 250,14/04/2024 3:00,Jeddah,15/04/2024 3:00,190,17797,14000,31987
2024,TOYOTA,Liteace,14/04/2024 3:00,Jeddah,15/04/2024 3:00,184,1207,849,2240
2021,TOYOTA,PRADO,23/03/2024 3:00,Jeddah,15/04/2024 3:00,646,5085,1687,7418
2024,HYUNDAI,SONATA,11/03/2024 3:00,Jeddah,15/04/2024 3:00,0,23846,4955,28801
2018,CHEVROLET,TAHOE,10/04/2024 3:00,Jeddah,15/04/2024 3:00,0,10456,1800,12256
2018,HYUNDAI,TUCSON,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,3134,2400,5534
2024,HYUNDAI,TUCSON,14/04/2024 3:00,Jeddah,15/04/2024 3:00,0,16324,9000,25324
2022,GMC,YUKON,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,2865,1000,3865
2021,TOYOTA,,15/04/2024 3:00,Jeddah,15/04/2024 3:00,0,2024,300,2324
2020,MAZDA,6,16/04/2024 3:00,Jeddah,16/04/2024 3:00,0,2400,1600,4000
2020,TOYOTA,CAMRY,21/02/2024 3:00,Jeddah,16/04/2024 3:00,0,12741,2500,15241
2024,TOYOTA,COROLLA,15/04/2024 3:00,Jeddah,16/04/2024 3:00,0,0,1600,1600
2023,RENAULT,Express,06/04/2024 3:00,Jeddah,16/04/2024 3:00,0,0,2300,2300
2022,TOYOTA,FORTUNER,15/04/2024 3:00,Jeddah,16/04/2024 3:00,120,2109,424,2653
2019,BMW,I 540,15/04/2024 3:00,Jeddah,16/04/2024 3:00,600,8946,5000,14546
2023,LEXUS,IS 250,15/04/2024 3:00,Jeddah,16/04/2024 3:00,0,6885,4110,10995
2024,TOYOTA,Liteace,15/04/2024 3:00,Jeddah,16/04/2024 3:00,0,1080,1756,2836
2020,MAZDA,Mazda 6,16/04/2024 3:00,Jeddah,16/04/2024 3:00,0,2625,300,2925
2023,KIA,SPORTAGE,18/02/2024 3:00,Jeddah,16/04/2024 3:00,0,6716,2500,9216
2023,KIA,SPORTAGE,15/04/2024 3:00,Jeddah,16/04/2024 3:00,0,10750,2000,12750
2023,TOYOTA,YARIS,07/04/2024 3:00,Jeddah,16/04/2024 3:00,0,201,1000,1201
2023,NISSAN,ALTIMA,03/04/2024 3:00,Jeddah,17/04/2024 3:00,0,4647,2500,7147
2023,TOYOTA,CAMRY,15/04/2024 3:00,Jeddah,17/04/2024 3:00,0,2994,2064,5058
2024,TOYOTA,CAMRY,25/03/2024 3:00,Jeddah,17/04/2024 3:00,527,684,2100,3311
2023,MERCEDES,CLA-250,16/04/2024 3:00,Jeddah,17/04/2024 3:00,1000,45251,13500,59751
2024,MAZDA,CX 30,16/04/2024 3:00,Jeddah,17/04/2024 3:00,300,3137,2200,5637
2024,MAZDA,CX 30,16/04/2024 3:00,Jeddah,17/04/2024 3:00,0,691,3000,3691
2020,HYUNDAI,ELANTRA,17/04/2024 3:00,Jeddah,17/04/2024 3:00,0,5401,1500,6901
2023,HYUNDAI,palisade,16/04/2024 3:00,Jeddah,17/04/2024 3:00,0,11235,8000,19235
2022,RAM,PICKUP,16/04/2024 3:00,Jeddah,17/04/2024 3:00,0,5051,2300,7351
2023,ISUZU,PICKUP 2C,15/04/2024 3:00,Jeddah,17/04/2024 3:00,0,4826,3000,7826
2023,TOYOTA,PRADO,16/04/2024 3:00,Jeddah,17/04/2024 3:00,0,2623,2277,4900
2014,HYUNDAI,SANTA FE,18/03/2024 3:00,Jeddah,17/04/2024 3:00,0,3553,1800,5353
2020,CHEVROLET,SPARK,04/04/2024 3:00,Jeddah,17/04/2024 3:00,0,4950,2500,7450
2023,KIA,SPORTAGE,16/04/2024 3:00,Jeddah,17/04/2024 3:00,0,3078,1980,5058
2018,NISSAN,SUNNY,02/04/2024 3:00,Jeddah,17/04/2024 3:00,0,2110,2500,4610
2020,HYUNDAI,TUCSON,11/03/2024 3:00,Jeddah,17/04/2024 3:00,0,2835,700,3535
2024,GEELY,TUGELLA,28/01/2024 3:00,Jeddah,17/04/2024 3:00,0,31735,5612,37347
2023,NISSAN,X-TRAIL,01/03/2024 3:00,Jeddah,17/04/2024 3:00,0,15198,3000,18198
2024,TOYOTA,YARIS,16/04/2024 3:00,Jeddah,17/04/2024 3:00,555,3612,3000,7167
2024,TOYOTA,YARIS,16/04/2024 3:00,Jeddah,17/04/2024 3:00,100,788,800,1688
2022,MG,ZS,04/04/2024 3:00,Jeddah,17/04/2024 3:00,0,0,7500,7500
2023,Dong Feng,A60,16/04/2024 3:00,Jeddah,18/04/2024 3:00,2500,12121,9000,23621
2022,TOYOTA,AVALON,14/03/2024 3:00,Jeddah,18/04/2024 3:00,0,20670,5969,26639
2022,TOYOTA,COROLLA,17/04/2024 3:00,Jeddah,18/04/2024 3:00,920,1935,1877,4732
2020,HYUNDAI,Creta,12/01/2024 3:00,Jeddah,18/04/2024 3:00,0,0,730,730
2022,Changan,CS 95,22/03/2024 3:00,Jeddah,18/04/2024 3:00,0,0,10000,10000
2023,MAZDA,CX 9,17/04/2024 3:00,Jeddah,18/04/2024 3:00,500,4613,3300,8413
2019,MITSUBISHI,Eclipse,05/04/2024 3:00,Jeddah,18/04/2024 3:00,0,10142,1500,11642
2019,HYUNDAI,ELANTRA,17/04/2024 3:00,Jeddah,18/04/2024 3:00,0,1237,300,1537
2020,HYUNDAI,ELANTRA,15/04/2024 3:00,Jeddah,18/04/2024 3:00,0,1939,3000,4939
2023,PEUGEOT,Expert,17/04/2024 3:00,Jeddah,18/04/2024 3:00,0,0,36000,36000
2022,FAW,Hongqi H5,17/04/2024 3:00,Jeddah,18/04/2024 3:00,500,2414,4500,7414
2022,MG,HS,18/04/2024 3:00,Jeddah,18/04/2024 3:00,0,8364,1900,10264
2021,GREAT WALL,PICKUP,18/04/2024 3:00,Jeddah,18/04/2024 3:00,1500,17140,5600,24240
2023,TOYOTA,RUSH,17/04/2024 3:00,Jeddah,18/04/2024 3:00,0,5183,3353,8536
2023,CHERY,Tiggo 8,17/04/2024 3:00,Jeddah,18/04/2024 3:00,0,2696,2200,4896
2020,TOYOTA,CAMRY,20/04/2024 3:00,Jeddah,20/04/2024 3:00,0,4278,1800,6078
2019,HYUNDAI,ELANTRA,18/04/2024 3:00,Jeddah,20/04/2024 3:00,0,0,226,226
2019,HYUNDAI,ELANTRA,18/04/2024 3:00,Jeddah,20/04/2024 3:00,0,86,1652,1738
2020,HYUNDAI,SONATA,20/04/2024 3:00,Jeddah,20/04/2024 3:00,0,0,1800,1800
2024,HYUNDAI,ACCENT,19/04/2024 3:00,Jeddah,21/04/2024 3:00,0,643,1200,1843
2023,HYUNDAI,ACCENT,18/04/2024 3:00,Jeddah,21/04/2024 3:00,0,1736,3000,4736
2022,TOYOTA,CAMRY,18/04/2024 3:00,Jeddah,21/04/2024 3:00,377,0,1557,1934
2024,TOYOTA,COROLLA,18/04/2024 3:00,Jeddah,21/04/2024 3:00,0,132,1020,1152
2023,HYUNDAI,Creta,18/04/2024 3:00,Jeddah,21/04/2024 3:00,0,9846,5700,15546
2023,MAZDA,CX 30,21/04/2024 3:00,Jeddah,21/04/2024 3:00,0,1597,1200,2797
2023,MAZDA,CX 9,18/04/2024 3:00,Jeddah,21/04/2024 3:00,800,6062,4000,10862
2024,HYUNDAI,ELANTRA,02/04/2024 3:00,Jeddah,21/04/2024 3:00,0,3888,900,4788
2022,HYUNDAI,ELANTRA,14/04/2024 3:00,Jeddah,21/04/2024 3:00,516,5251,2464,8231
2020,HYUNDAI,ELANTRA,21/04/2024 3:00,Jeddah,21/04/2024 3:00,0,10042,1900,11942
2023,MITSUBISHI,PICKUP 2C,18/04/2024 3:00,Jeddah,21/04/2024 3:00,0,5145,1800,6945
2023,MITSUBISHI,PICKUP 2C,20/04/2024 3:00,Jeddah,21/04/2024 3:00,0,5061,1600,6661
2021,TOYOTA,PICKUP 2C,18/04/2024 3:00,Jeddah,21/04/2024 3:00,400,3225,2300,5925
2020,TOYOTA,RAV4,28/02/2024 3:00,Jeddah,21/04/2024 3:00,0,0,1200,1200
2022,HYUNDAI,Staria,18/04/2024 3:00,Jeddah,21/04/2024 3:00,0,653,600,1253
2023,TOYOTA,YARIS,14/03/2024 3:00,Jeddah,21/04/2024 3:00,308,9446,2944,12698
2023,MAZDA,6 High Plus,21/04/2024 3:00,Jeddah,22/04/2024 3:00,0,0,1400,1400
2014,AUDI,A6,17/04/2024 3:00,Jeddah,22/04/2024 3:00,0,0,7500,7500
2023,HONDA,ACCORD,20/04/2024 3:00,Jeddah,22/04/2024 3:00,0,5321,2800,8121
2021,TOYOTA,CAMRY,21/04/2024 3:00,Jeddah,22/04/2024 3:00,0,685,600,1285
2023,TOYOTA,CAMRY,20/04/2024 3:00,Jeddah,22/04/2024 3:00,0,3740,5500,9240
2023,TOYOTA,CAMRY,16/04/2024 3:00,Jeddah,22/04/2024 3:00,0,1649,1940,3589
2022,BENTLEY,Continental Flying Spur,22/04/2024 3:00,Jeddah,22/04/2024 3:00,0,16199,4200,20399
2020,TOYOTA,COROLLA,22/04/2024 3:00,Jeddah,22/04/2024 3:00,0,983,800,1783
2023,GAC,GS4,21/04/2024 3:00,Jeddah,22/04/2024 3:00,700,5057,3105,8862
2023,GEELY,GT Emgrand,20/04/2024 3:00,Jeddah,22/04/2024 3:00,605,5895,2750,9250
2018,MG,HS,19/04/2024 3:00,Jeddah,22/04/2024 3:00,0,3799,1000,4799
2022,HONDA,ODYSSEY,21/04/2024 3:00,Jeddah,22/04/2024 3:00,0,2427,600,3027
2024,TOYOTA,RAV4,18/04/2024 3:00,Jeddah,22/04/2024 3:00,0,0,1800,1800
2021,MERCEDES,S 500,22/04/2024 3:00,Jeddah,22/04/2024 3:00,0,5531,600,6131
2018,HYUNDAI,SONATA,21/04/2024 3:00,Jeddah,22/04/2024 3:00,0,0,1800,1800
2019,VOLKSWAGEN,Teramont,18/04/2024 3:00,Jeddah,22/04/2024 3:00,2000,14449,8000,24449
2023,NISSAN,X-TRAIL,16/03/2024 3:00,Jeddah,22/04/2024 3:00,0,30959,5000,35959
2023,HYUNDAI,ACCENT,21/04/2024 3:00,Jeddah,23/04/2024 3:00,572,2816,1408,4796
2024,TOYOTA,CAMRY,22/04/2024 3:00,Jeddah,23/04/2024 3:00,438,5331,1239,7008
2020,TOYOTA,CAMRY,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,4606,2800,7406
2020,TOYOTA,CAMRY,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,2499,900,3399
2017,HYUNDAI,Creta,23/04/2024 3:00,Jeddah,23/04/2024 3:00,0,2465,900,3365
2024,HYUNDAI,Creta,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,2101,1400,3501
2022,SUZUKI,Dzire,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,1276,3000,4276
2024,SUZUKI,Dzire,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,2081,3000,5081
2019,HYUNDAI,ELANTRA,23/04/2024 3:00,Jeddah,23/04/2024 3:00,0,1545,800,2345
2024,RENAULT,Express,22/04/2024 3:00,Jeddah,23/04/2024 3:00,421,5391,638,6450
2024,NISSAN,KICKS,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,11986,4500,16486
2022,HYUNDAI,Kona,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,0,4000,4000
2018,MAZDA,Mazda 3,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,1957,1600,3557
2023,ISUZU,NPR,23/04/2024 3:00,Jeddah,23/04/2024 3:00,0,5155,2500,7655
2017,KIA,OPTIMA,25/03/2024 3:00,Jeddah,23/04/2024 3:00,0,9239,2000,11239
2023,ISUZU,PICKUP 1C,21/04/2024 3:00,Jeddah,23/04/2024 3:00,0,23733,3500,27233
2023,ISUZU,PICKUP 1C,21/04/2024 3:00,Jeddah,23/04/2024 3:00,200,3988,1000,5188
2022,ISUZU,PICKUP 2C,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,3347,1200,4547
2021,TOYOTA,PICKUP 2C,22/04/2024 3:00,Jeddah,23/04/2024 3:00,0,21625,3000,24625
2022,TOYOTA,PRADO,12/01/2024 3:00,Jeddah,23/04/2024 3:00,459,5187,837,6483
2022,MAZDA,6 High Plus,23/04/2024 3:00,Jeddah,24/04/2024 3:00,0,0,850,850
2023,TOYOTA,CAMRY,24/03/2024 3:00,Jeddah,24/04/2024 3:00,2036,27643,5211,34890
2023,TOYOTA,CAMRY,24/04/2024 3:00,Jeddah,24/04/2024 3:00,188,4198,1058,5444
2023,TOYOTA,CAMRY,24/04/2024 3:00,Jeddah,24/04/2024 3:00,150,1877,1100,3127
2022,MITSUBISHI,CANTER,18/04/2024 3:00,Jeddah,24/04/2024 3:00,0,4928,1500,6428
2023,HYUNDAI,Creta,22/04/2024 3:00,Jeddah,24/04/2024 3:00,0,12668,6772,19440
2022,HYUNDAI,ELANTRA,23/04/2024 3:00,Jeddah,24/04/2024 3:00,0,1457,3500,4957
2022,LEXUS,ES,18/04/2024 3:00,Jeddah,24/04/2024 3:00,0,4527,1360,5887
2022,FORD,EXPIDITION,23/04/2024 3:00,Jeddah,24/04/2024 3:00,0,6377,1200,7577
2023,HYUNDAI,Kona,23/04/2024 3:00,Jeddah,24/04/2024 3:00,227,1727,880,2834
2022,HYUNDAI,Kona,23/04/2024 3:00,Jeddah,24/04/2024 3:00,200,2354,1221,3775
2023,NISSAN,PATROL,23/04/2024 3:00,Jeddah,24/04/2024 3:00,700,1878,2600,5178
2023,TOYOTA,RAV4,23/04/2024 3:00,Jeddah,24/04/2024 3:00,0,19961,8895,28856
2020,HYUNDAI,SONATA,10/02/2024 3:00,Jeddah,24/04/2024 3:00,0,4718,1000,5718
2020,HYUNDAI,TUCSON,24/04/2024 3:00,Jeddah,24/04/2024 3:00,0,1979,2100,4079
2022,GEELY,TUGELLA,23/04/2024 3:00,Jeddah,24/04/2024 3:00,240,4198,1001,5439
2023,TOYOTA,YARIS,22/04/2024 3:00,Jeddah,24/04/2024 3:00,0,14395,3500,17895
2023,MITSUBISHI,Attrage,22/04/2024 3:00,Jeddah,25/04/2024 3:00,0,4502,2800,7302
2022,Changan,hunter,05/09/2022 3:00,Jeddah,25/04/2024 3:00,0,9795,3525,13320
2024,TOYOTA,Liteace,23/04/2024 3:00,Jeddah,25/04/2024 3:00,0,0,2300,2300
2021,HYUNDAI,SANTA FE,24/04/2024 3:00,Jeddah,25/04/2024 3:00,439,2898,1386,4723
2019,HYUNDAI,SONATA,14/02/2024 3:00,Jeddah,25/04/2024 3:00,0,0,7500,7500
2023,BMW,X5,24/04/2024 3:00,Jeddah,25/04/2024 3:00,1500,10472,15000,26972
2021,TOYOTA,YARIS,24/04/2024 3:00,Jeddah,25/04/2024 3:00,0,12587,3000,15587
2021,TOYOTA,FORTUNER,28/02/2024 3:00,Jeddah,26/04/2024 3:00,0,1512,1660,3172
2024,TOYOTA,CAMRY,31/03/2024 3:00,Jeddah,27/04/2024 3:00,120,10875,6481,17476
2020,NISSAN,PATROL,24/04/2024 3:00,Jeddah,27/04/2024 3:00,0,22947,3500,26447
2023,ISUZU,PICKUP 2C,03/04/2024 3:00,Jeddah,27/04/2024 3:00,0,8751,2000,10751
2024,MAZDA,6 High Plus,24/04/2024 3:00,Jeddah,28/04/2024 3:00,0,12627,8000,20627
2020,BMW,640 i,25/04/2024 3:00,Jeddah,28/04/2024 3:00,0,4863,700,5563
2022,HYUNDAI,ACCENT,27/04/2024 3:00,Jeddah,28/04/2024 3:00,0,11427,2000,13427
2019,HONDA,ACCORD,27/04/2024 3:00,Jeddah,28/04/2024 3:00,500,5945,3000,9445
2022,TOYOTA,CAMRY,24/04/2024 3:00,Jeddah,28/04/2024 3:00,300,1628,1700,3628
2024,TOYOTA,CAMRY,25/04/2024 3:00,Jeddah,28/04/2024 3:00,417,4659,2192,7268
2023,CHEVROLET,CAPTIVA,09/03/2024 3:00,Jeddah,28/04/2024 3:00,0,2215,1300,3515
2021,TOYOTA,COROLLA,25/04/2024 3:00,Jeddah,28/04/2024 3:00,500,8560,3292,12352
2024,MAZDA,CX 30,27/04/2024 3:00,Jeddah,28/04/2024 3:00,0,1444,1000,2444
2023,MAZDA,CX 5,27/04/2024 3:00,Jeddah,28/04/2024 3:00,400,5869,2200,8469
2023,MAZDA,CX 9,27/04/2024 3:00,Jeddah,28/04/2024 3:00,300,1605,1800,3705
2022,Changan,EADO,27/04/2024 3:00,Jeddah,28/04/2024 3:00,400,935,1700,3035
2024,CADILLAC,ESCALADE,04/04/2024 3:00,Jeddah,28/04/2024 3:00,0,13616,7000,20616
2022,HAVAL,H6,25/04/2024 3:00,Jeddah,28/04/2024 3:00,0,1053,1500,2553
2023,HYUNDAI,Kona,24/04/2024 3:00,Jeddah,28/04/2024 3:00,174,28,836,1038
2023,ISUZU,NPR,24/04/2024 3:00,Jeddah,28/04/2024 3:00,0,23749,8315,32064
2023,KIA,PEGAS,25/04/2024 3:00,Jeddah,28/04/2024 3:00,500,8332,2800,11632
2023,ISUZU,PICKUP 1C,28/01/2024 3:00,Jeddah,28/04/2024 3:00,0,0,3934,3934
2022,ISUZU,PICKUP 1C,24/03/2024 3:00,Jeddah,28/04/2024 3:00,0,4559,1600,6159
2018,HYUNDAI,SONATA,26/09/2023 3:00,Jeddah,28/04/2024 3:00,0,13842,3353,17195
2023,VOLKSWAGEN,Teramont,14/12/2023 3:00,Jeddah,28/04/2024 3:00,1400,10141,8073,19614
2024,GEELY,TUGELLA,26/04/2024 3:00,Jeddah,28/04/2024 3:00,870,11335,2970,15175
2023,BMW,X5,24/04/2024 3:00,Jeddah,28/04/2024 3:00,0,20175,12000,32175
2018,MAZDA,6,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,0,1300,1300
2018,MAZDA,6,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,0,1500,1500
2022,MAZDA,6 High Plus,28/04/2024 3:00,Jeddah,29/04/2024 3:00,300,0,900,1200
2021,MAZDA,6 High Plus,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,5730,4500,10230
2020,HYUNDAI,ACCENT,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,4016,2651,6667
2024,TOYOTA,CAMRY,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,1967,3000,4967
2023,TOYOTA,CAMRY,17/04/2024 3:00,Jeddah,29/04/2024 3:00,0,5532,2000,7532
2024,HYUNDAI,Creta,27/04/2024 3:00,Jeddah,29/04/2024 3:00,0,0,700,700
2024,MAZDA,CX 30,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,3310,2300,5610
2019,HYUNDAI,Genesis G70,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,7250,1600,8850
2020,HYUNDAI,H1,21/04/2024 3:00,Jeddah,29/04/2024 3:00,0,963,1652,2615
2022,TOYOTA,HIACE,12/04/2024 3:00,Jeddah,29/04/2024 3:00,0,5665,2000,7665
2023,ISUZU,PICKUP 2C,28/04/2024 3:00,Jeddah,29/04/2024 3:00,0,23357,4000,27357
2022,TOYOTA,RAV4,28/04/2024 3:00,Jeddah,29/04/2024 3:00,200,2411,1700,4311
2023,HYUNDAI,ACCENT,29/04/2024 3:00,Jeddah,30/04/2024 3:00,800,12686,4227,17713
2024,HYUNDAI,ACCENT,28/04/2024 3:00,Jeddah,30/04/2024 3:00,0,7940,4500,12440
2019,HONDA,ACCORD,26/03/2024 3:00,Jeddah,30/04/2024 3:00,0,6321,3500,9821
2023,CHERY,Arrizo,29/04/2024 3:00,Jeddah,30/04/2024 3:00,0,43,1200,1243
2024,TOYOTA,COROLLA,29/04/2024 3:00,Jeddah,30/04/2024 3:00,300,1756,2800,4856
2024,HYUNDAI,Creta,28/04/2024 3:00,Jeddah,30/04/2024 3:00,0,1479,1400,2879
2023,HYUNDAI,ELANTRA,29/04/2024 3:00,Jeddah,30/04/2024 3:00,0,3174,4000,7174
2021,LEXUS,ES,29/04/2024 3:00,Jeddah,30/04/2024 3:00,200,2992,3000,6192
2023,TOYOTA,FORTUNER,29/04/2024 3:00,Jeddah,30/04/2024 3:00,1070,6352,3198,10620
2023,HYUNDAI,Genesis G70,16/03/2024 3:00,Jeddah,30/04/2024 3:00,0,11756,1116,12872
2020,TOYOTA,RAV4,29/04/2024 3:00,Jeddah,30/04/2024 3:00,0,5310,2700,8010
2023,TOYOTA,RAV4,26/04/2024 3:00,Jeddah,30/04/2024 3:00,0,357,3500,3857
2023,HYUNDAI,SONATA,28/04/2024 3:00,Jeddah,30/04/2024 3:00,0,1910,1600,3510
2023,HYUNDAI,SONATA,29/04/2024 3:00,Jeddah,30/04/2024 3:00,0,3287,2000,5287
2024,FORD,Territory,29/04/2024 3:00,Jeddah,30/04/2024 3:00,0,652,500,1152
2020,TOYOTA,YARIS,28/04/2024 3:00,Jeddah,30/04/2024 3:00,0,571,1400,1971
2024,TOYOTA,CAMRY,30/04/2024 3:00,Jeddah,01/05/2024 3:00,300,1437,1800,3537
2023,MAZDA,CX 30,30/04/2024 3:00,Jeddah,01/05/2024 3:00,500,4431,3000,7931
2024,MAZDA,CX 30,30/04/2024 3:00,Jeddah,01/05/2024 3:00,0,130,900,1030
2019,HYUNDAI,Genesis G80,30/04/2024 3:00,Jeddah,01/05/2024 3:00,0,4173,347,4520
2016,LEXUS,GS 200T,02/04/2024 3:00,Jeddah,01/05/2024 3:00,0,0,6471,6471
2024,NISSAN,KICKS,30/04/2024 3:00,Jeddah,01/05/2024 3:00,500,4415,2300,7215
2023,ISUZU,NPR1,01/05/2024 3:00,Jeddah,01/05/2024 3:00,0,10000,5000,15000
2019,HYUNDAI,SONATA,30/04/2024 3:00,Jeddah,01/05/2024 3:00,0,9155,2000,11155
2023,HYUNDAI,TUCSON,30/04/2024 3:00,Jeddah,01/05/2024 3:00,0,7338,2500,9838
2024,HYUNDAI,ACCENT,20/04/2024 3:00,Jeddah,02/05/2024 3:00,492,6402,1500,8394
2022,TOYOTA,CAMRY,01/05/2024 3:00,Jeddah,02/05/2024 3:00,800,4888,4500,10188
2018,TOYOTA,COROLLA,11/11/2021 3:00,Jeddah,02/05/2024 3:00,1500,1562,1609,4671
2020,HYUNDAI,Creta,04/02/2024 3:00,Jeddah,02/05/2024 3:00,342,5422,810,6574
2022,HAVAL,H6,30/04/2024 3:00,Jeddah,02/05/2024 3:00,0,13315,6000,19315
2023,TOYOTA,HIACE,01/05/2024 3:00,Jeddah,02/05/2024 3:00,200,3533,1994,5727
2020,NISSAN,MAXIMA,01/05/2024 3:00,Jeddah,02/05/2024 3:00,0,20427,2000,22427
2023,KIA,PEGAS,01/05/2024 3:00,Jeddah,02/05/2024 3:00,0,671,1500,2171
2020,HYUNDAI,SONATA,30/04/2024 3:00,Jeddah,02/05/2024 3:00,0,1970,1133,3103
2017,HYUNDAI,TUCSON,06/02/2024 3:00,Jeddah,02/05/2024 3:00,0,0,4188,4188
2021,TOYOTA,YARIS,01/05/2024 3:00,Jeddah,02/05/2024 3:00,0,611,700,1311
2023,HYUNDAI,Kona,01/05/2024 3:00,Jeddah,03/05/2024 3:00,189,2859,1012,4060
2023,TOYOTA,Liteace,02/05/2024 3:00,Jeddah,03/05/2024 3:00,300,2864,3000,6164
2023,KIA,SPORTAGE,01/05/2024 3:00,Jeddah,03/05/2024 3:00,0,3372,2400,5772
2022,NISSAN,SUNNY,02/05/2024 3:00,Jeddah,03/05/2024 3:00,0,0,2000,2000
2023,BMW,X5,01/05/2024 3:00,Jeddah,03/05/2024 3:00,1000,13441,10000,24441
2024,TOYOTA,YARIS,02/05/2024 3:00,Jeddah,03/05/2024 3:00,650,7259,3900,11809
2017,KIA,OPTIMA,30/04/2024 3:00,Jeddah,04/05/2024 3:00,0,7397,3200,10597
2022,TOYOTA,PICKUP 1C,30/04/2024 3:00,Jeddah,04/05/2024 3:00,0,8119,5000,13119
2023,TOYOTA,CAMRY,02/05/2024 3:00,Jeddah,05/05/2024 3:00,300,747,1600,2647
2020,TOYOTA,CAMRY,05/05/2024 3:00,Jeddah,05/05/2024 3:00,0,813,200,1013
2020,TOYOTA,COROLLA,03/05/2024 3:00,Jeddah,05/05/2024 3:00,0,3039,1500,4539
2024,TOYOTA,COROLLA,02/05/2024 3:00,Jeddah,05/05/2024 3:00,0,17246,5500,22746
2023,MAZDA,CX 5,04/02/2024 3:00,Jeddah,05/05/2024 3:00,200,3659,3000,6859
2021,MAZDA,CX 9,02/05/2024 3:00,Jeddah,05/05/2024 3:00,0,2196,600,2796
2023,HYUNDAI,ELANTRA,02/05/2024 3:00,Jeddah,05/05/2024 3:00,0,3269,2000,5269
2019,HYUNDAI,Kona,04/05/2024 3:00,Jeddah,05/05/2024 3:00,0,2534,1100,3634
2020,MAZDA,Mazda 6,02/05/2024 3:00,Jeddah,05/05/2024 3:00,0,1086,1000,2086
2016,NISSAN,SUNNY,23/04/2024 3:00,Jeddah,05/05/2024 3:00,0,0,1504,1504
2022,HYUNDAI,TUCSON,06/03/2024 3:00,Jeddah,05/05/2024 3:00,0,2900,1800,4700
2021,MAZDA,6 High Plus,05/05/2024 3:00,Jeddah,06/05/2024 3:00,400,2305,3000,5705
