,Vehicle Make Year,Vehicle Make,Vehicle Model,Claim Reg Date,Accident Place,Operation Assign Date,Portal_OtherAmt,Portal_PartProviderAmt,Portal_WorkShopAmt,Total,TimeDifference,Other_Amt_Class,WorkShop_Amt_Class,Time_Diff_Class,PartProvider_Amt_Class,Total_Class
5727,2019,MAZDA,CX 9,2024-04-03,Jizan,2024-04-03,0,970.0,2000.0,2970.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5728,2020,HONDA,CIVIC,2024-04-04,Jizan,2024-04-04,0,5645.0,2000.0,7645.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5729,2021,MG,MG5,2024-04-04,Jizan,2024-04-04,0,5637.0,2037.0,7674.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5730,2018,MAZDA,Mazda 6,2024-04-07,Jizan,2024-04-08,0,4279.0,1300.0,5579.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5731,2020,HYUNDAI,ACCENT,2024-04-15,Jizan,2024-04-15,0,879.0,1490.0,2369.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5732,2023,TOYOTA,FORTUNER,2024-04-15,Jizan,2024-04-15,0,21749.0,2339.0,24088.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5733,2023,TOYOTA,HIGHLANDER,2024-04-01,Jizan,2024-04-15,0,4475.0,2720.0,7195.0,14,Class 1,Class 2,Class 2,Class 2,Class 2
5734,2023,TOYOTA,PICKUP 2C,2024-04-14,Jizan,2024-04-15,0,1257.0,1034.0,2291.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5735,2018,HYUNDAI,TUCSON,2024-04-01,Jizan,2024-04-15,0,12187.0,2257.0,14444.0,14,Class 1,Class 2,Class 2,Class 2,Class 2
5736,2017,KIA,OPTIMA,2024-04-16,Jizan,2024-04-16,0,2117.0,3500.0,5617.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5737,2019,HYUNDAI,TUCSON,2024-04-15,Jizan,2024-04-16,0,0.0,1600.0,1600.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
5738,2021,HAVAL,HAVAL H9,2024-04-16,Jizan,2024-04-17,0,0.0,7500.0,7500.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
5739,2022,HYUNDAI,SONATA,2024-04-03,Jizan,2024-04-17,0,0.0,1106.0,1106.0,14,Class 1,Class 2,Class 2,Class 1,Class 2
5740,2021,MAZDA,6 High Plus,2024-04-16,Jizan,2024-04-18,0,1457.0,1000.0,2457.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5741,2022,TOYOTA,AVALON,2024-04-17,Jizan,2024-04-18,0,1832.0,2350.0,4182.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5742,2018,DODGE,CALIBER,2024-04-17,Jizan,2024-04-18,0,7412.0,1500.0,8912.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5743,2024,TOYOTA,CAMRY,2024-04-17,Jizan,2024-04-18,0,4061.0,1224.0,5285.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5744,2024,MAZDA,CX 9,2024-04-17,Jizan,2024-04-18,0,2806.0,4000.0,6806.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5745,2023,HYUNDAI,TUCSON,2024-04-17,Jizan,2024-04-18,0,0.0,1071.0,1071.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
5746,2019,KIA,CADENZA,2024-04-18,Jizan,2024-04-20,0,9347.0,3000.0,12347.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5747,2020,NISSAN,SUNNY,2024-04-21,Jizan,2024-04-21,0,528.0,1200.0,1728.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5748,2019,HONDA,ACCORD,2024-04-22,Jizan,2024-04-22,0,3066.0,2500.0,5566.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5749,2024,TOYOTA,CAMRY,2024-04-21,Jizan,2024-04-22,0,4450.0,2125.0,6575.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5750,2022,TOYOTA,CAMRY,2024-02-11,Jizan,2024-04-22,0,0.0,863.0,863.0,71,Class 1,Class 2,Class 3,Class 1,Class 2
5751,2022,MITSUBISHI,ECLIPSE CROSS,2024-04-22,Jizan,2024-04-22,0,12888.0,2500.0,15388.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5752,2023,HAVAL,H6,2024-01-08,Jizan,2024-04-22,0,0.0,4715.0,4715.0,105,Class 1,Class 2,Class 3,Class 1,Class 2
5753,2021,NISSAN,XTERRA,2024-04-21,Jizan,2024-04-22,0,10308.0,4134.0,14442.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5754,2023,HYUNDAI,ELANTRA,2024-04-22,Jizan,2024-04-23,0,612.0,1943.0,2555.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5755,2023,TOYOTA,HIACE,2024-04-22,Jizan,2024-04-23,0,10815.0,3229.0,14044.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5756,2020,TOYOTA,JEEP,2024-04-21,Jizan,2024-04-23,0,5529.0,2200.0,7729.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5757,2023,TOYOTA,RAV4,2024-04-18,Jizan,2024-04-23,0,26651.0,3281.0,29932.0,5,Class 1,Class 2,Class 2,Class 3,Class 2
5758,2019,KIA,RIO HATCHBACK,2024-04-23,Jizan,2024-04-23,0,5150.0,2000.0,7150.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5759,2022,VOLKSWAGEN,Teramont,2024-04-20,Jizan,2024-04-23,0,3838.0,10370.0,14208.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5760,2023,HYUNDAI,TUCSON,2024-04-22,Jizan,2024-04-23,0,3510.0,2827.0,6337.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5761,2022,TOYOTA,AVALON,2024-04-23,Jizan,2024-04-24,0,4838.0,1912.0,6750.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5762,2023,TOYOTA,CAMRY,2024-04-23,Jizan,2024-04-24,0,15737.0,1774.0,17511.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5763,2023,TOYOTA,RAV4,2024-04-24,Jizan,2024-04-25,0,1189.0,1509.0,2698.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5764,2024,TOYOTA,Urban Cruiser,2024-04-23,Jizan,2024-04-25,0,4682.0,2023.0,6705.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5765,2023,TOYOTA,YARIS,2024-04-24,Jizan,2024-04-25,0,740.0,666.0,1406.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5766,2022,TOYOTA,YARIS,2024-04-24,Jizan,2024-04-25,0,2945.0,1149.0,4094.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5767,2017,HYUNDAI,SONATA,2024-04-25,Jizan,2024-04-27,0,2883.0,2300.0,5183.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5768,2023,GAC,GS3,2024-04-25,Jizan,2024-04-28,0,7724.0,2350.0,10074.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5769,2024,PEUGEOT,Traveller,2024-04-25,Jizan,2024-04-28,0,11294.0,2300.0,13594.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5770,2022,MAZDA,6 High Plus,2024-04-29,Jizan,2024-04-30,0,7852.0,3000.0,10852.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5771,2021,HYUNDAI,AZERA,2024-04-21,Jizan,2024-04-30,0,5946.0,1334.0,7280.0,9,Class 1,Class 2,Class 2,Class 2,Class 2
5772,2020,TOYOTA,CAMRY,2024-05-01,Jizan,2024-05-02,0,8533.0,1700.0,10233.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5773,2018,HYUNDAI,ELANTRA,2024-05-01,Jizan,2024-05-02,0,4145.0,1800.0,5945.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5774,2016,TOYOTA,HILUX 2C,2024-05-01,Jizan,2024-05-02,0,1644.0,3300.0,4944.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5775,2022,CHEVROLET,TRAVERSE,2024-05-01,Jizan,2024-05-02,0,9153.0,1400.0,10553.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5776,2020,TOYOTA,PRADO,2024-04-21,Jizan,2024-05-04,0,26268.0,3000.0,29268.0,13,Class 1,Class 2,Class 2,Class 3,Class 2
5777,2020,HYUNDAI,ELANTRA,2024-05-04,Jizan,2024-05-05,0,3859.0,2000.0,5859.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5778,2023,TOYOTA,FJ CRUISER,2024-04-28,Jizan,2024-05-05,0,2763.0,1000.0,3763.0,7,Class 1,Class 2,Class 2,Class 2,Class 2
5779,2023,HYUNDAI,Kona,2024-05-02,Jizan,2024-05-05,0,5560.0,1544.0,7104.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5780,2017,LEXUS,LX 570,2024-05-04,Jizan,2024-05-05,0,6253.0,4000.0,10253.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5781,2019,TOYOTA,PICKUP 2C,2024-05-02,Jizan,2024-05-05,0,0.0,7500.0,7500.0,3,Class 1,Class 2,Class 2,Class 1,Class 2
5782,2024,HYUNDAI,ELANTRA,2024-05-06,Jizan,2024-05-06,0,8954.0,2700.0,11654.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5783,2021,TOYOTA,GXR,2024-05-05,Jizan,2024-05-06,0,38397.0,4085.0,42482.0,1,Class 1,Class 2,Class 2,Class 3,Class 2
5784,2020,MAZDA,Mazda 6,2024-05-06,Jizan,2024-05-06,0,2115.0,2200.0,4315.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5785,2021,MERCEDES,E 200,2024-05-01,Jizan,2024-05-07,0,0.0,15000.0,15000.0,6,Class 1,Class 2,Class 2,Class 1,Class 2
5786,2024,HYUNDAI,Grand i10,2024-05-06,Jizan,2024-05-07,0,8114.0,3000.0,11114.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5787,2021,KIA,K5,2024-05-06,Jizan,2024-05-07,0,1887.0,800.0,2687.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5788,2023,TOYOTA,YARIS,2024-05-07,Jizan,2024-05-08,0,2852.0,1938.0,4790.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5789,2022,TOYOTA,AVALON,2024-05-09,Jizan,2024-05-09,0,950.0,1128.0,2078.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5790,2021,TOYOTA,CAMRY,2024-05-07,Jizan,2024-05-09,0,5749.0,1236.0,6985.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5791,2023,TOYOTA,COROLLA,2024-04-23,Jizan,2024-05-09,0,3169.0,1936.0,5105.0,16,Class 1,Class 2,Class 3,Class 2,Class 2
5792,2020,TOYOTA,CAMRY,2024-05-07,Jizan,2024-05-11,0,649.0,900.0,1549.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
5793,2020,TOYOTA,CAMRY,2024-05-08,Jizan,2024-05-11,0,5066.0,1400.0,6466.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5794,2020,KIA,CADENZA,2024-05-12,Jizan,2024-05-13,0,11139.0,2000.0,13139.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5795,2018,HYUNDAI,ELANTRA,2024-05-12,Jizan,2024-05-13,0,2067.0,1300.0,3367.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5796,2020,CHEVROLET,SPARK,2024-05-12,Jizan,2024-05-13,0,6987.0,1900.0,8887.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5797,2019,HYUNDAI,Kona,2024-05-12,Jizan,2024-05-14,0,721.0,800.0,1521.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5798,2023,HYUNDAI,ACCENT,2024-05-14,Jizan,2024-05-15,0,632.0,1165.0,1797.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5799,2023,HYUNDAI,ACCENT,2024-05-14,Jizan,2024-05-15,0,6246.0,3654.0,9900.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5800,2020,TOYOTA,CAMRY,2024-05-15,Jizan,2024-05-16,0,27439.0,2500.0,29939.0,1,Class 1,Class 2,Class 2,Class 3,Class 2
5801,2023,HYUNDAI,ELANTRA,2024-05-14,Jizan,2024-05-16,0,603.0,2000.0,2603.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5802,2021,TOYOTA,HIGHLANDER,2024-05-16,Jizan,2024-05-16,0,2312.0,2000.0,4312.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5803,2023,KIA,K5,2024-05-15,Jizan,2024-05-16,0,4686.0,2000.0,6686.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5804,2020,MAZDA,Mazda 6,2024-05-15,Jizan,2024-05-16,0,1905.0,1000.0,2905.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5805,2020,HYUNDAI,ACCENT,2024-05-16,Jizan,2024-05-18,0,314.0,2800.0,3114.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5806,2022,KIA,PEGAS,2024-03-20,Jizan,2024-05-18,0,6499.0,1800.0,8299.0,59,Class 1,Class 2,Class 3,Class 2,Class 2
5807,2018,HYUNDAI,SONATA,2024-04-16,Jizan,2024-05-18,0,1318.0,600.0,1918.0,32,Class 1,Class 2,Class 3,Class 2,Class 2
5808,2020,TOYOTA,YARIS,2024-05-16,Jizan,2024-05-18,0,5208.0,3000.0,8208.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5809,2021,MAZDA,6 High Plus,2024-05-17,Jizan,2024-05-19,0,2260.0,2000.0,4260.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5810,2021,TOYOTA,AVALON,2024-05-17,Jizan,2024-05-19,0,2675.0,3580.0,6255.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5811,2023,TOYOTA,CAMRY,2024-03-12,Jizan,2024-05-21,0,677.0,1472.0,2149.0,70,Class 1,Class 2,Class 3,Class 2,Class 2
5812,2024,TOYOTA,Urban Cruiser,2024-05-21,Jizan,2024-05-21,0,9760.0,2411.0,12171.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5813,2023,KIA,Carens,2024-05-21,Jizan,2024-05-22,0,2487.0,2300.0,4787.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5814,2020,HYUNDAI,SONATA,2024-05-21,Jizan,2024-05-22,0,5509.0,1884.0,7393.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5815,2019,HYUNDAI,SONATA,2024-05-22,Jizan,2024-05-22,0,3081.0,3300.0,6381.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5816,2023,TOYOTA,COROLLA,2024-05-22,Jizan,2024-05-23,0,10575.0,3032.0,13607.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5817,2023,TOYOTA,FJ CRUISER,2024-05-22,Jizan,2024-05-23,0,8305.0,2000.0,10305.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5818,2021,TOYOTA,YARIS,2024-05-22,Jizan,2024-05-23,0,1786.0,1229.0,3015.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5819,2024,TOYOTA,CAMRY,2024-05-26,Jizan,2024-05-27,0,994.0,2173.0,3167.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5820,2023,TOYOTA,LAND CRUISER,2024-05-26,Jizan,2024-05-27,0,2512.0,1732.0,4244.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5821,2020,TOYOTA,CAMRY,2024-05-26,Jizan,2024-05-28,0,18658.0,2400.0,21058.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5822,2020,HYUNDAI,ELANTRA,2024-05-26,Jizan,2024-05-28,0,3730.0,1500.0,5230.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5823,2020,GREAT WALL,Haval H6,2024-05-27,Jizan,2024-05-28,0,24920.0,2681.0,27601.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5824,2020,HYUNDAI,Kona,2024-05-26,Jizan,2024-05-28,0,4071.0,2500.0,6571.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5825,2024,TOYOTA,CAMRY,2024-05-28,Jizan,2024-05-29,0,848.0,1438.0,2286.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5826,2023,ISUZU,D-MAX,2024-05-28,Jizan,2024-05-29,0,9024.0,2650.0,11674.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5827,2020,TOYOTA,HIGHLANDER,2024-05-28,Jizan,2024-05-29,0,1244.0,800.0,2044.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5828,2024,TOYOTA,CAMRY,2024-05-29,Jizan,2024-05-30,0,979.0,1388.0,2367.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5829,2019,TOYOTA,CAMRY,2024-05-28,Jizan,2024-05-30,0,647.0,1200.0,1847.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5830,2020,TOYOTA,COROLLA,2024-05-29,Jizan,2024-05-30,0,3247.0,1500.0,4747.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5831,2020,MAZDA,CX3,2024-05-28,Jizan,2024-05-30,0,2675.0,1180.0,3855.0,2,Class 1,Class 2,Class 2,Class 2,Class 2
5832,2020,HYUNDAI,ELANTRA,2024-05-29,Jizan,2024-05-30,0,59.0,1600.0,1659.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5833,2018,HYUNDAI,ELANTRA,2024-05-29,Jizan,2024-05-30,0,2150.0,1700.0,3850.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5834,2022,TOYOTA,YARIS,2024-05-30,Jizan,2024-05-31,0,1650.0,1424.0,3074.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5835,2020,TOYOTA,CAMRY,2024-06-01,Jizan,2024-06-02,0,2391.0,1100.0,3491.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5836,2020,TOYOTA,CAMRY,2024-06-01,Jizan,2024-06-02,0,3187.0,2739.0,5926.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5837,2020,HYUNDAI,ELANTRA,2024-06-02,Jizan,2024-06-02,0,1222.0,700.0,1922.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5838,2024,FORD,TAURUS,2024-06-01,Jizan,2024-06-02,0,20653.0,6000.0,26653.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5839,2023,TOYOTA,COROLLA,2024-06-03,Jizan,2024-06-03,0,1124.0,829.0,1953.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5840,2020,TOYOTA,COROLLA,2024-06-02,Jizan,2024-06-03,0,801.0,322.0,1123.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5841,2024,FORD,TAURUS,2024-06-02,Jizan,2024-06-03,0,2427.0,3000.0,5427.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5842,2021,TOYOTA,CAMRY,2024-06-03,Jizan,2024-06-04,0,4509.0,2839.0,7348.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5843,2024,GAC,EMPOW,2024-06-03,Jizan,2024-06-04,0,2309.0,900.0,3209.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5844,2020,TOYOTA,COROLLA,2024-06-04,Jizan,2024-06-05,0,4272.0,1300.0,5572.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5845,2020,TOYOTA,COROLLA,2024-06-04,Jizan,2024-06-05,0,5751.0,1600.0,7351.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5846,2024,KIA,SELTOS,2024-06-05,Jizan,2024-06-05,0,10263.0,3500.0,13763.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5847,2017,CHEVROLET,TAHOE,2024-06-04,Jizan,2024-06-05,0,12797.0,1500.0,14297.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5848,2021,KIA,K5,2024-06-06,Jizan,2024-06-06,0,3855.0,1300.0,5155.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5849,2020,TOYOTA,CAMRY,2024-06-06,Jizan,2024-06-09,0,5871.0,1800.0,7671.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5850,2024,KIA,K8,2024-06-06,Jizan,2024-06-09,0,3221.0,2500.0,5721.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5851,2020,HYUNDAI,SANTA FE,2024-06-06,Jizan,2024-06-09,0,2497.0,700.0,3197.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5852,2018,HYUNDAI,SONATA,2024-06-05,Jizan,2024-06-09,0,7995.0,1800.0,9795.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
5853,2024,TOYOTA,CAMRY,2024-06-09,Jizan,2024-06-10,0,18388.0,2938.0,21326.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5854,2023,TOYOTA,CAMRY,2024-06-10,Jizan,2024-06-10,0,6711.0,2320.0,9031.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5855,2022,TOYOTA,RAV4,2024-06-10,Jizan,2024-06-10,0,4708.0,2500.0,7208.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5856,2019,HYUNDAI,AZERA,2024-06-10,Jizan,2024-06-11,0,14130.0,2001.0,16131.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5857,2023,KIA,Carens,2024-06-10,Jizan,2024-06-11,0,8889.0,2300.0,11189.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5858,2023,CHEVROLET,Groove,2024-06-10,Jizan,2024-06-11,0,0.0,500.0,500.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
5859,2022,TOYOTA,INNOVA,2024-06-10,Jizan,2024-06-11,0,3405.0,2007.0,5412.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5860,2021,MG,RX8,2024-06-10,Jizan,2024-06-11,0,6518.0,1374.0,7892.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5861,2022,HONDA,ACCORD,2024-06-11,Jizan,2024-06-12,0,6556.0,3500.0,10056.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5862,2024,TOYOTA,CAMRY,2024-06-12,Jizan,2024-06-12,0,6207.0,1440.0,7647.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5863,2018,MAZDA,Mazda 6,2024-06-11,Jizan,2024-06-12,0,5149.0,1500.0,6649.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5864,2024,TOYOTA,YARIS,2024-06-11,Jizan,2024-06-12,0,3149.0,2073.0,5222.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5865,2020,TOYOTA,CAMRY,2024-06-09,Jizan,2024-06-13,0,6249.0,1800.0,8049.0,4,Class 1,Class 2,Class 2,Class 2,Class 2
5866,2021,TOYOTA,COROLLA,2024-06-13,Jizan,2024-06-13,0,2567.0,1745.0,4312.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5867,2022,TOYOTA,FORTUNER,2024-06-12,Jizan,2024-06-13,0,1634.0,1364.0,2998.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5868,2020,TOYOTA,HILUX 2C,2024-06-12,Jizan,2024-06-13,0,5299.0,3000.0,8299.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5869,2020,HYUNDAI,Kona,2024-06-13,Jizan,2024-06-13,0,4543.0,2300.0,6843.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5870,2019,CHEVROLET,SPARK,2024-06-10,Jizan,2024-06-13,0,1132.0,1200.0,2332.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5871,2018,KIA,OPTIMA,2024-06-13,Jizan,2024-06-14,0,666.0,900.0,1566.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5872,2023,KIA,PEGAS,2024-06-17,Jizan,2024-06-17,0,2022.0,1500.0,3522.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5873,2023,GAC,GS3,2024-06-21,Jizan,2024-06-21,0,2943.0,2450.0,5393.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5874,2018,HONDA,CR-V,2024-06-23,Jizan,2024-06-23,0,7817.0,2500.0,10317.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5875,2022,ISUZU,PICKUP 1C,2024-06-23,Jizan,2024-06-23,0,2065.0,1200.0,3265.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5876,2024,TOYOTA,YARIS,2024-06-23,Jizan,2024-06-23,0,15650.0,4272.0,19922.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5877,2019,HYUNDAI,ACCENT,2024-06-24,Jizan,2024-06-24,0,2217.0,2000.0,4217.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5878,2023,HYUNDAI,ACCENT,2024-06-24,Jizan,2024-06-24,0,3529.0,3000.0,6529.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5879,2023,SUZUKI,Dzire,2024-06-24,Jizan,2024-06-24,0,4087.0,2400.0,6487.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5880,2021,HYUNDAI,ELANTRA,2024-06-23,Jizan,2024-06-24,0,5242.0,1500.0,6742.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5881,2021,TOYOTA,CAMRY,2024-06-24,Jizan,2024-06-25,0,1537.0,679.0,2216.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5882,2021,TOYOTA,CAMRY,2024-06-24,Jizan,2024-06-25,0,6168.0,1309.0,7477.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5883,2019,HONDA,PILOT,2024-06-24,Jizan,2024-06-25,0,0.0,7500.0,7500.0,1,Class 1,Class 2,Class 2,Class 1,Class 2
5884,2022,HONDA,ACCORD,2024-06-25,Jizan,2024-06-26,0,3703.0,2500.0,6203.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5885,2021,TOYOTA,AVALON,2024-06-26,Jizan,2024-06-27,0,4037.0,1171.0,5208.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5886,2024,HYUNDAI,AZERA,2024-06-27,Jizan,2024-06-27,0,22457.0,1210.0,23667.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5887,2021,HYUNDAI,ELANTRA,2024-06-26,Jizan,2024-06-27,0,24173.0,3016.0,27189.0,1,Class 1,Class 2,Class 2,Class 2,Class 2
5888,2018,HYUNDAI,ELANTRA,2024-06-30,Jizan,2024-06-30,0,3491.0,2000.0,5491.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5889,2020,CHEVROLET,SPARK,2024-06-27,Jizan,2024-06-30,0,2716.0,1800.0,4516.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5890,2023,TOYOTA,CAMRY,2024-07-02,Jizan,2024-07-02,0,9111.0,3000.0,12111.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5891,2021,TOYOTA,COROLLA,2024-07-02,Jizan,2024-07-02,0,11109.0,1800.0,12909.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5892,2020,TOYOTA,YARIS,2024-07-02,Jizan,2024-07-02,0,10476.0,2500.0,12976.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5893,2024,SUZUKI,Dzire,2024-07-04,Jizan,2024-07-04,0,2907.0,1917.0,4824.0,0,Class 1,Class 2,Class 1,Class 2,Class 2
5894,2019,MITSUBISHI,Outlander,2024-07-03,Jizan,2024-07-06,0,10643.0,1800.0,12443.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5895,2024,MAZDA,CX 5,2024-07-04,Jizan,2024-07-07,0,1753.0,800.0,2553.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
5896,2023,FORD,TAURUS,2024-07-04,Jizan,2024-07-07,0,6381.0,2000.0,8381.0,3,Class 1,Class 2,Class 2,Class 2,Class 2
